Account Owner (ID),Address / Address 1,Address / Address 2,Address / City,Address / State,Address / Country,Address / Post Code,ARR / Amount,ARR / Currency,Creation date,Domain Name / Link URL,Domain Name / Link Label,Domain Name / Secondary Links,Employees,Id,ICP,Linkedin / Link URL,Linkedin / Link Label,Linkedin / Secondary Links,Name,Last update,X / Link URL,X / Link Label,X / Secondary Links
,,,,,,,,INR,2025-04-03T10:43:30.000Z,,,[],,0918c088-60a9-428d-9dc8-ff6bbe4b5664,true,,,[],NBCC (India) Ltd.,2025-07-14T14:00:36.000Z,,,[]
,,,,,,,,INR,2026-01-08T06:20:11.000Z,,,[],,63e15c08-c734-4980-9b56-1e6b81e6de9c,true,,,[],NCC LIMITED,2026-01-08T06:20:11.000Z,,,[]
,,,,,,,,INR,2024-12-16T11:24:04.000Z,,,[],,f5fb8b81-d2b3-4aff-a490-4d97d82b0f73,true,,,[],"NIMR Dwarka sector 8 Executive Engineer, DED-51,Sub Division-1, R K puram , New Delhi",2024-12-16T11:24:04.000Z,,,[]
,,,,,,,,INR,2025-06-12T03:13:46.000Z,,,[],,9752b1be-cb8e-434d-93e0-4cb7c9fede5a,true,,,[],Noida Jal Nigam,2025-06-12T03:14:17.000Z,,,[]
,Okhwood residency sector 28 Gurgaon Haryana,,Gurgoan,Haryana,India,110071,,INR,2024-06-19T12:52:26.000Z,,,[],,16150490-bfa4-4f38-a107-fc88a2147966,true,,,[],Oakwood Residency,2024-06-19T14:42:34.000Z,,,[]
,,,,,,,,INR,2025-11-24T13:59:23.000Z,,,[],,ae7678c4-342d-4aa5-9506-5c2175e30308,true,,,[],Pitambra Real Infra private limited,2025-11-24T14:02:28.000Z,,,[]
,,,,,,,,INR,2025-01-03T16:07:01.000Z,,,[],,017f141a-b198-4f71-909d-cfc8260e923d,true,,,[],PS INFRACOR PRIVATE LIMITED,2025-01-04T12:36:17.000Z,,,[]
,,,,,,,,INR,2025-06-28T10:27:34.000Z,,,[],,ee72f372-46eb-435b-acc6-14bd6fcca699,true,,,[],PS Infracorp,2025-07-29T14:13:06.000Z,,,[]
,,,,,,,,INR,2025-04-11T12:22:19.000Z,,,[],,ce5db54e-3d96-4d7c-99e3-f91039f651a0,true,,,[],Rakesh Sen,2025-04-11T12:22:19.000Z,,,[]
,Near Purana Gokul,,,,,281305,,INR,2025-09-04T11:52:14.000Z,,,[],,be6e477b-e3d9-4c5f-88ba-a41026b62b02,true,,,[],Ram Reti Ashram,2025-09-04T11:52:14.000Z,,,[]
,,,,,,,,INR,2024-11-30T10:56:04.000Z,,,[],,43bb020c-88ae-40f0-b9a2-93d78b781650,true,,,[],RAMV INDUSTRIAL,2024-11-30T10:56:04.000Z,,,[]
,"Nannur toll plaza, NH 40 Highway,","Chitoor Main Road, Kurnool, 518002",Kurnool,Andhra Pradesh,India,518002,,INR,2024-07-15T16:33:01.000Z,,,[],,d459b06b-e038-48b4-b169-7e30df7a6e71,true,,,[],RAYALASEEMA EXPRESSWAY PVT. LTD.,2024-07-19T10:38:51.000Z,,,[]
,,,,,,,,INR,2024-09-11T17:21:26.000Z,,,[],,7baf0e65-7a5e-4ebb-a0d8-4476691ae13a,true,,,[],Rounak India Project Pvt ltd,2026-01-09T16:00:03.000Z,,,[]
,Dwarka side,,New Delhi,Delhi,India,,,INR,2024-11-19T16:19:38.000Z,,,[],,cca0fe7b-a8ec-476f-bc97-82299885e85e,true,,,[],"S.E. CPWD Level-7,East Block-1,R.K. Puram New Delhi",2024-11-19T16:21:03.000Z,,,[]
,,,,,,,,INR,2024-06-12T17:10:01.000Z,,,[],,2d0820b6-3ae1-4a41-b1b8-b3621a533cad,true,,,[],Sabre Officer's Mess,2024-06-12T17:10:01.000Z,,,[]
,,,,,,,,INR,2026-01-20T14:59:33.000Z,,,[],,29ce520b-f187-44ee-aa5d-9bb44f29814e,true,,,[],Sai Ganesh Controls,2026-01-20T14:59:33.000Z,,,[]
,Najafgarh,,,,India,,,INR,2024-05-14T14:06:45.000Z,,,[],,746d7e00-1b7f-4515-8ebc-1a4261b74393,true,,,[],Satyendra Kumar Phogat,2024-05-14T15:30:54.000Z,,,[]
,,,,,,,,INR,2025-05-14T14:32:00.000Z,,,[],,7fc4f40c-b021-4531-920f-1d33471b877d,true,,,[],Sebi Maity,2025-05-14T14:32:00.000Z,,,[]
,,,,,,,,INR,2024-04-22T16:48:37.000Z,,,[],,40e91355-1d95-407b-9a9a-faf51270fa87,true,,,[],Setu Marbles,2024-05-14T15:30:54.000Z,,,[]
,,,,,,,,INR,2025-03-07T14:32:56.000Z,,,[],,12f42e4a-0dee-436e-b0f2-9492cbf9ec2e,true,,,[],Shivam Auto tech Ltd.,2025-03-07T14:32:56.000Z,,,[]
,,,,,,,,INR,2023-06-07T15:01:59.000Z,,,[],,71b4cbf2-827b-43f2-994c-b284a544beca,true,,,[],Sikka Associates Architects,2024-05-14T17:21:12.000Z,,,[]
,,,,,,,,INR,2025-12-19T14:38:36.000Z,,,[],,9b19652e-03a9-436c-adb2-94c9ae6a211d,true,,,[],SOLARIUM GREEN ENERGY LIMITED,2025-12-19T14:38:36.000Z,,,[]
,,,,,,,,INR,2025-10-30T12:24:59.000Z,,,[],,6a95c1cb-a042-413d-b4da-a672060d35ec,true,,,[],Solutions,2025-10-30T12:24:59.000Z,,,[]
